business_id,name,address,latitude,longitude,stars,cat_1,cat_2,cat_3,drink,value,food,service,review_count,zip_code
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,"28330 Paseo Dr, Wesley Chapel, FL 33543",28.188219,-82.347274,4.5,Italian,Nightlife,Southern,12.151452779769900,17.695418059825900,9.488293528556820,15.338600307703000,496,33543
bPPy7yNFfb-6N_bHkn1qAw,Taste of the Caribbean,", Indianapolis, IN 46201",39.7733919,-86.0860599,3.0,Caribbean,Food Trucks,Food,,,,,17,46201
D7z_V6E8cxXghSRcHAmUPg,La Bella China Restaurant,"5680 S 12th Ave, Tucson, AZ 85706",32.149473,-110.9781864,4.0,Chinese,,,,,,,92,85706
pJB63RaQpkTIKBhfTsLQQg,Biryani Hut,"14350 Mundy Dr, Ste  700, Noblesville, IN 46060",39.9970877,-86.0023117,4.0,Indian,,,,,,,83,46060
CPgWuWGZ4v2sZr5_-1kluw,Checkers,"1208 N. Broad, Philadelphia, PA 19121",39.9719414,-75.159771,2.0,Fast Food,Burgers,,,,,,21,19121
XRkzSBTroG7kIdI7Z8ic6g,Piccadilly,"2222 Clearview Pkwy, Ste 107, Metairie, LA 70001",29.994939,-90.18365,3.0,Seafood,Breakfast & Brunch,American (Traditional),,,,,51,70001
yN6jZyG1G1FG_HCZQlJZ1g,City Barbeque,"9367 Ambleside Dr, Fishers, IN 46038",39.979376,-86.001692,4.0,Caterers,Barbeque,American (Traditional),,,,,188,46038
frsWe9bmMOMIBOBNzsCTew,African Palace Bar And Grill,"4005 7 Hills Dr, Florissant, MO 63033",38.7790065,-90.2800209,4.0,African,Caribbean,,,,,,26,63033
yFqq66GxRjnhZXPgjA6hnw,KFC,"716 Adams Ave, Philadelphia, PA 19124",40.031578,-75.104787,2.0,Chicken Shop,Fast Food,Chicken Wings,,,,,7,19124
0l_njS4wGMadAk1b4nZRUA,Panera Bread,"150 Allendale Rd, King of Prussia, PA 19406",40.089985,-75.382315,2.5,Bakeries,Cafes,Bagels,,,,,58,19406
MObScX791gFEwtkoFA9GQg,Creekside Inn,"197 E Ave, Woodstown, NJ 08098",39.65126,-75.31747,3.5,American (New),Event Planning & Services,Bars,,,,,20,8098
jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,"5714 111 Street NW, Edmonton, AB T6H 3G1",53.4945772799,-113.517946463,4.0,Sushi Bars,Japanese,,,,,,57,T6H
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,"272 S 20th St, Philadelphia, PA 19103",39.948365,-75.1744997,4.0,Indian,,,,,,,28,19103
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,"501 Franklin Mill Cir, Philadelphia, PA 19154",40.0884161,-74.9650112,1.5,Fast Food,Food,Coffee & Tea,,,,,20,19154
aSJdDcspNCf-2oNF2E6SJQ,White Castle,"5231 Jennings Station Rd, Jennings, MO 63136",38.7061191433,-90.2701565031,2.0,American (Traditional),Burgers,Fast Food,,,,,6,63136
hDiCHlTXKGUj1Yh4tq223w,Pasquales,"3469 Kentucky Ave, Indianapolis, IN 46221",39.7132613,-86.2360801,3.0,Pizza,Italian,,,,,,26,46221
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,"509 Linden Ave, Carpinteria, CA 93013",34.3965102,-119.5216815,4.5,Thai,,,13.194718480110200,16.3076454102993,16.279775857925400,19.64271187782290,460,93013
dBCNUSbz5-8nQNrxWo5deg,Blue Sage Vegetarian Grille,"727 2nd St Pike, Southampton, PA 18966",40.1751076427,-75.0432257715,4.5,Vegan,Vegetarian,,11.64826998114590,14.69531548023220,16.939037531614300,13.814970314502700,572,18966
Mt1FB8hM4XTi3Tk4i0q5gQ,Nicola's Pizza,"8 N Franklin St, Lambertville, NJ 08530",40.3664177,-74.9416785,4.0,Pizza,Salad,,,,,,54,8530
sWCCxY1-9B1FGlSVeQvnHg,CD Roma Restaurant,"1462 66th St N, St Petersburg, FL 33710",27.7854888011,-82.7302946082,4.0,Wine Bars,Italian,Food,,,,,125,33710
wcpL6sD6jKsBO0tbdK2KEA,McDonald's,"8907 E 116th St, Fishers, IN 46038",39.9575816,-86.0106627,2.0,Coffee & Tea,Fast Food,Burgers,,,,,34,46038
Gki1ureeRKqlIkQ-AELDVg,Brugada,"204 Commerce St, Nashville, TN 37201",36.163323,-86.7765917,3.5,Nightlife,Dance Clubs,Falafel,,,,,49,37201
q4m9o8LDJRrdU1DcgcAm3w,Auntie Anne's,"27001 US Highway 19 N, Clearwater, FL 33761",28.0173889,-82.734549,2.5,Pretzels,Food,Bakeries,,,,,10,33761
wMyHVb54Ne9SNasa4kjOCg,Carnivore,"5257 Shaw Ave, St. Louis, MO 63110",38.6184117,-90.2741825,4.5,Breakfast & Brunch,Steakhouses,Sandwiches,,,,,281,63110
4FaYG9qKDpDyr68bKmaIEw,Capitol Cellars,"110 S 5th St, Boise, ID 83702",43.6135729,-116.1999038,4.0,Bars,Wine Bars,American (Traditional),,,,,176,83702
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,"2000 Market St, Philadelphia, PA 19103",39.953291,-75.173645,4.0,Delis,Salad,Sandwiches,,,,,65,19103
L7mbUPFMAfetY0fzuYtZ_g,Dunkin',"130 N. Chester Ave, Delran, NJ 08075",40.0153779791,-74.9543424694,3.0,Donuts,Coffee & Tea,Food,,,,,7,8075
Wc-c_hQK4vFCl9keeVTUZw,Felix's Restaurant & Oyster Bar,"7400 Lakeshore Dr, New Orleans, LA 70124",30.023792,-90.1136223,3.5,Cajun/Creole,Seafood,Southern,,,,,255,70124
YhQAQhG1IkXJH7oLZMbM9w,Del Taco,"252 Los Altos Pkwy, Sparks, NV 89431",39.5836527,-119.740935,1.5,Fast Food,Mexican,,,,,,60,89431
vVm2qH6n4tWzN_qv6PBIVw,The Humming Bird Jerk house,"17631 Bruce B Downs Blvd, Unit F, Tampa, FL 33647",28.130283,-82.364992,3.5,Caribbean,,,,,,,32,33647
du_yelFmWOZDEyIAE-jdsQ,Taco Del Mar,"1515-Poydras St, Ste 160, New Orleans, LA 70112",29.9522480802,-90.0782639989,2.0,Mexican,Fast Food,Tex-Mex,,,,,9,70112
4fUok5d5vgdQEb1Bzzg0rA,Olive Garden Italian Restaurant,"1315 W Esplanade Ave, Kenner, LA 70065",30.0200051249,-90.2493493809,3.5,Italian,Soup,Bars,,,,,115,70065
K5ffo0hkwhG33BDNQrJF6A,Slate Bleu Restaurant,"100 S Main St, Doylestown, PA 18901",40.3072739,-75.1299259,4.0,French,,,,,,,105,18901
lgu_KwQLd8TX2ewsNIzsjA,K-Bop STL,"6120 Delmar Blvd, St Louis, MO 63112",38.6549760334,-90.2968843281,4.5,Food,Food Trucks,Korean,,,,,69,63112
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,"6151 Ridge Ave, Philadelphia, PA 19128",40.0352350987,-75.2167929785,3.0,Pizza,,,,,,,54,19128
XQnb4KnTqO-QdvEFYpcwAA,Domino's Pizza,"1092 Westbank Expressway, Westwego, LA 70094",29.8968561,-90.1409146,2.5,Chicken Wings,Pizza,Sandwiches,,,,,11,70094
H2nFgEFitRk7ltE8IRH0xA,Taco Bell,"4647 West Kennedy Blvd, Tampa, FL 33609",27.944918,-82.523213,2.5,Tex-Mex,Breakfast & Brunch,Mexican,,,,,42,33609
_NhT0A3LUEd75L_cEXf2_A,Season's Pizza,"1721 W Gilpin Dr, Wilmington, DE 19805",39.7457361,-75.6098744,3.0,Pizza,,,,,,,7,19805
C3roKH0ekXBz8l0ZoUIvAA,Roadrunner Coffee Co.,"1545 W Wetmore Rd, Tucson, AZ 85705",32.2865595,-110.9982234,4.0,American (Traditional),Food,Juice Bars & Smoothies,,,,,9,85705
7utsfp2dXJ09j8Gb9hAIvA,Suzy-Jo Donuts,"49 E 4th St, Bridgeport, PA 19405",40.1053723,-75.3404208,4.5,Bakeries,Donuts,Food,,,,,89,19405
joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,"128 N Wayne Ave, Wayne, PA 19087",40.0451819,-75.388188,4.5,Pizza,Italian,,,,,,126,19087
MuKoTR56s6elHEI2wUkgJA,Grace Meat + Three,"4270 Manchester, St. Louis, MO 63110",38.6267906,-90.2567049,4.5,Soul Food,Southern,Soup,17.875136017799400,21.10694581270220,16.336279034614600,15.035079509019900,470,63110
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,"51 N 12th St, Philadelphia, PA 19107",39.9533224742,-75.1590000821,4.0,Cajun/Creole,,,13.346273094415700,13.84928560256960,12.931020855903600,10.338916182518000,485,19107
COclRBaXBjYpomS4syUmvg,Monon Coffee Company,"920 E Westfield Blvd, Indianapolis, IN 46220",39.870878,-86.1422438,4.0,Food,Coffee & Tea,,,,,,170,46220
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,"610 S 5th St, Philadelphia, PA 19147",39.9415201345,-75.1509702725,4.5,Malaysian,Burmese,Asian Fusion,,,,,159,19147
GfDdZfZeq690h3AS5QbjvA,MOD Pizza,"600 N Milwaukee St, Boise, ID 83704",43.6105313,-116.2838307,3.5,Pizza,,,,,,,22,83704
_v8Ccd70N6uXw8muQeyhOA,Moxie's Grill & Bar,"13551 St Albert Trail, Edmonton, AB T5L 5E7",53.5978212,-113.5706935,3.5,Canadian (New),Steakhouses,Nightlife,,,,,52,T5L
i8UZblHPk2O-iNKJrnWQ_Q,Taco Bell,"8578 East Broadway Blvd, Tucson, AZ 85710",32.220539,-110.809269,2.5,Fast Food,Mexican,Tex-Mex,,,,,26,85710
IXv-g1iK3Hwsnxp0vT8OgA,Whataburger,"1430 W River Rd, Tucson, AZ 85704",32.2979232056,-110.9969272166,2.5,American (Traditional),Fast Food,Burgers,,,,,71,85704
i6kNeNRrER8ocnpkBJ3wBA,Drexel Hill Pizza & Grill,"4603 State Rd, Drexel Hill, PA 19026",39.9505756,-75.3120184,3.0,Pizza,Salad,Sandwiches,,,,,54,19026
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,"102 Lumber Dr, Franklin, TN 37064",35.8994368,-86.8755453,4.0,Asian Fusion,Sushi Bars,,,,,,157,37064
aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,"1501 St Philip St, New Orleans, LA 70116",29.9654586,-90.0695669,4.5,Bagels,Coffee & Tea,Cafes,,,,,137,70116
QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,"1 W State St, Media, PA 19063",39.9182380676,-75.3896167572,3.5,Fast Food,Sandwiches,Italian,,,,,192,19063
Nemb9iLSuFgHsU6Rv8Y1Tg,A&W,"Gateway Village, 2 Hebert Road, St Albert, AB T8N 5T8",53.6224138,-113.6075804,3.0,Burgers,Fast Food,,,,,,8,T8N
diqXZ9CBFlIHW7i9UHefhw,Burger King,"363 Harding Pl, Nashville, TN 37211",36.0842766668,-86.7042401,1.5,Burgers,Fast Food,,,,,,9,37211
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,"3200 Richmond St, Philadelphia, PA 19102",39.983319,-75.101136,2.5,Delis,Sandwiches,,,,,,8,19102
24Rr4ALt3fDNROR5LEgp0g,Imo's Pizza,"2704 Godfrey Rd, Godfrey, IL 62035",38.9226213,-90.1925518,2.5,Pizza,,,,,,,22,62035
dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,"718 West Ave, Jenkintown, PA 19046",40.0957738,-75.1265509,4.0,Sandwiches,Breakfast & Brunch,Caterers,,,,,277,19046
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,"169 N Main St, Dublin, PA 18917",40.3753297,-75.208113,4.0,Pizza,Italian,,,,,,96,18917
UVpki6wyHLR0mujHcneTfg,My Brother’s Bar,"6901 Jefferson Hwy, Harahan, LA 70123",29.9369806759,-90.1980554486,4.0,American (New),Bars,Nightlife,,,,,6,70123
X64JH5kXOjWsBCsGxmFSIw,Cinco de Mayo,"14795 Lebanon Rd, Old Hickory, TN 37138",36.2197054,-86.5722192,3.5,Mexican,Desserts,Salad,,,,,35,37138
NKplFLr1UebQxMLQAxALPQ,Tandoor & Tikka,"5320 E 82nd St, Indianapolis, IN 46250",39.905788,-86.077582,3.5,Pizza,Indian,Vegetarian,,,,,78,46250
5fvs7pOE6amG17SiPovxjw,Paradise Pizza Cafe,"4810 E Busch Blvd, Ste L&M, Tampa, FL 33617",28.0330086,-82.4077832,2.5,Mediterranean,Pizza,Burgers,,,,,7,33617
c7DQU8rHH_GjLdeIvanQmg,Coco's Cocina Tex Mex  Restaurant,"32 South Broadway, Pitman, NJ 08071",39.732375,-75.130925,3.5,Tex-Mex,Mexican,,,,,,59,8071
h2nBTqJVHAyltyeq7sZZ-w,Blueplate,"47 S Main St, Mullica Hill, NJ 08062",39.7322517,-75.2240679,4.0,American (New),Nightlife,Breakfast & Brunch,,,,,232,8062
idRTl_xdqB12GWXIsisW-g,New Hong Kong Chinese Restaurant,"10801 Starkey Rd, Ste 5, Seminole, FL 33777",27.87184,-82.760131,2.5,Chinese,,,,,,,18,33777
9dm_v79s9-pefMahqp1SkA,Loco Mexican Restaurant & Cantina,"2205 N Delaware St, Indianapolis, IN 46205",39.7974826702,-86.1530939541,4.0,Mexican,,,,,,,178,46205
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,"743 S 8th St, Philadelphia, PA 19147",39.940221217,-75.1557966694,4.5,Italian,,,,,,,49,19147
WMI3BjDby0U-IF6NnN0SXA,Cherry Hill Pizza,"110 Barclay Shopping Ctr, Cherry Hill, NJ 08034",39.9100678,-74.9958273,3.0,Pizza,,,,,,,27,8034
0oogOBGXNj39Wnl2SKoe0w,Breakfast Club,"10150 US Highway 19, Port Richey, FL 34668",28.3052669,-82.7011217,4.5,Breakfast & Brunch,Coffee & Tea,Food,,,,,80,34668
iq0qAJ2Oc3myUTTMLseTXA,Lorenzo & Sons Pizza,"27 North High St, West Chester, PA 19380",39.9604595,-75.6049474,3.5,Pizza,,,,,,,71,19380
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,"38th and Spruce, Philadelphia, PA 19104",39.9512903,-75.1992768,4.0,Food,Caribbean,Food Trucks,,,,,81,19104
j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,"11619 W Hillsborough Ave, Tampa, FL 33635",28.0146920537,-82.6140054742,3.0,Chicken Shop,Chicken Wings,Salad,,,,,37,33635
RCguFZat10TcbDMeeeM3IQ,El Pollo Loco,"8030 S Virginia St, Reno, NV 89511",39.4555489488,-119.7781964498,3.0,Chicken Wings,Mexican,Fast Food,,,,,73,89511
G0jHNZzhiHWCYZmZWCg-6w,Downtown Diner,"1400 Niedringhaus Ave, Granite City, IL 62040",38.7013636,-90.1472908,4.0,Diners,,,,,,,8,62040
Y_XyeCu8AkZyhcF0q5n8Dg,Pitas Republic,"13145 US Hwy 301 S, Riverview, FL 33578",27.7931488,-82.3354053,5.0,Diners,,,,,,,5,33578
I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,"3609 E Busch Blvd, Tampa, FL 33612",28.0322261,-82.4189253,4.5,Falafel,Fast Food,Mediterranean,15.166825592517900,20.680866599082900,18.103382229805000,15.19442331790920,345,33612
b-EHLoRBtVgOpkv6-i1pSA,Huge Impact Restaurant,"5110 W 38th St, Indianapolis, IN 46254",39.8239812,-86.247598,3.5,American (New),Food Trucks,Food,,,,,36,46254
vG9aD-fvsIimgo-l7u8-AA,P.F. Chang's,"439 Cool Springs Blvd, Franklin, TN 37067",35.9467222474,-86.8257665634,2.5,Chinese,Asian Fusion,Gluten-Free,,,,,181,37067
2y_CdkxEOJEJGyJApfCYpA,Rode's Fireside Restaurant & Tavern,"533 Kings Hwy, Woolwich Twp, NJ 08085",39.7532524,-75.3024859,3.5,American (Traditional),,,,,,,104,8085
PMpcbvBon1rfGE7pWKv8aQ,King House Chinese Restaurant,"2809 Ridge Pike, Trooper, PA 19403",40.1473976,-75.3956755,3.5,Chinese,,,,,,,15,19403
nteD5A6CKXZPqbR9EltQng,Super China Chinese Restaurant,"8663 Little Rd, Port Richey, FL 34654",28.283355,-82.677826,4.0,Chinese,,,,,,,54,34654
Q28TlneXws1shf8ymTdxtg,Funland Raspados And Munchies,"2100 W Grant Rd, Ste 110, Tucson, AZ 85745",32.2511453516,-111.0123500904,4.5,Shaved Ice,Burgers,Juice Bars & Smoothies,,,,,6,85745
XyGRDrgCK0z4CiA6nhwEaw,Persian Room Fine Dining,"9290 N Thornydale Rd, Ste 100, Tucson, AZ 85742",32.3750163,-111.0463201,4.5,Persian/Iranian,Mediterranean,,,,,,258,85742
mygIk3l_ShNNB-QbWlrRyg,Zydeco's,"7010 Hwy 23, Belle Chasse, LA 70037",29.8777671,-90.0173044,3.5,Cajun/Creole,American (New),Seafood,,,,,161,70037
BiBwdFcG0ynK50_g7zJTOg,Chopt Creative Salad Co.,"211 Franklin Rd, Ste 160, Brentwood, TN 37027",36.032004,-86.79085,3.5,Vegetarian,Salad,Wraps,,,,,135,37027
rKwIFN1poV6gHBIxp3FxkA,Hardee's,"4401 E 10th St, Indianapolis, IN 46201",39.781017,-86.09366,2.5,Burgers,Fast Food,,,,,,6,46201
XQfwVwDr-v0ZS3_CbbE5Xw,Turning Point of North Wales,"1460 Bethlehem Pike, North Wales, PA 19454",40.2101961875,-75.2236385919,3.0,Breakfast & Brunch,Food,Juice Bars & Smoothies,,,,,169,19454
S3WazoxfO3euuvQUOJRlFA,Subway,"7555 N La Cholla Blvd, Ste 145, Foothills Mall, Tucson, AZ 85741",32.3435651,-111.0132429,3.5,Fast Food,Sandwiches,,,,,,6,85741
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,"3447-61 Richmond St, Philadelphia, PA 19134",39.9862724,-75.094699,3.5,Chinese,Asian Fusion,,,,,,12,19134
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,"3711 Market St, Philadelphia, PA 19104",39.9567105161,-75.1971027811,4.0,Chinese,Szechuan,,9.470306485891340,14.376348614692700,16.317861258983600,9.928967207670210,783,19104
SNYpn2BdTbz8QrrfH8rvdw,Wawa,"801 Conshohocken State Rd, Bala Cynwyd, PA 19004",40.0185596288,-75.2403088108,2.0,Sandwiches,Food,Delis,,,,,12,19004
cGa8ySpfmtfQKPkHJKHnUw,Michael's Family Restaurant,"709 Bethlehem Pike, Montgomeryville, PA 18936",40.2501979,-75.2450803,3.0,Breakfast & Brunch,Diners,Sandwiches,,,,,81,18936
7biQIoyOEMcBGUw106UeOQ,Domino's Pizza,"833 W Trenton Ave, Morrisville, PA 19067",40.20841,-74.799468,1.5,Sandwiches,Chicken Wings,Pizza,,,,,31,19067
p21PCK17H3WL56KSr4Ykig,ABC Pizza House,"1242 W Hillsborough Ave, Tampa, FL 33603",27.99554,-82.4743805,4.0,Pizza,,,,,,,121,33603
q3AbKPlzrqbUh8tz26vsdQ,Wendy's,"5959 Belleville Crossing St, Belleville, IL 62226",38.5293592,-90.0356064,2.0,Fast Food,Burgers,,,,,,7,62226
qONvIS94nZhXYm-jccXyuw,Top Hog,"642 Blythe St, Gallatin, TN 37066",36.398778,-86.451974,4.5,Barbeque,American (Traditional),Sandwiches,,,,,140,37066
sVWUxesVKseXGq78UwwajA,Steak ’n Shake,"9116 US Highway 19 N, Port Richey, FL 34668",28.2899929559,-82.711233436,2.5,American (New),Burgers,Steakhouses,,,,,45,34668
Knt2mnsG15akKb9cjSiuxw,John's Seafood,"1326 W Girard Ave, Philadelphia, PA 19123",39.9709958,-75.1581617,3.0,Seafood,,,,,,,9,19123
PVqNBGihp6yNv6HTQf7CjA,Arby's,"3846 Lafayette Rd, Indianapolis, IN 46254",39.8255452,-86.2371468,3.5,Fast Food,Sandwiches,,,,,,10,46254
73ZQXm26Mb4Pr-ibmeGk6Q,Burger King,"106 York Rd, Willow Grove, PA 19090",40.1432439,-75.115404,2.0,Burgers,Fast Food,,,,,,15,19090
KZ5w1iPH1bSnf-wBEYgtQQ,Rice Bowl Deluxe,"8910 149 Street NW, Edmonton, AB T5R 1B8",53.5216024,-113.5785097,3.0,Asian Fusion,,,,,,,5,T5R
YCwWrnOh8qUmQbgQ4p02AA,Alfredo's Pizza,"2900 W Chester Pike, Broomall, PA 19008",39.9829917462,-75.3714380349,4.5,Pizza,,,,,,,79,19008
qmxmUc4xzNt3ogaZLH8Eiw,Versi Vino,"461 Route 38 W, Maple Shade, NJ 08052",39.9422608,-74.9955305,5.0,American (New),Wine Tasting Classes,Beer,,,,,60,8052
SjLYEsv94TjmSjG2Fc2piQ,Pizzarella Grille,"958 County Line Rd, Bryn Mawr, PA 19010",40.02132,-75.32528,3.5,Pizza,Italian,Pasta Shops,,,,,58,19010
1lC4dy6jlB2tBdBWbocO7Q,Wendy's,"11760 Oakhurst Road, Largo, FL 33774",27.8790638,-82.8327419,2.0,Fast Food,Burgers,,,,,,22,33774
9MHe5jAym2d8VhT_NbCRyw,Bamboo House,"5213 E Thompson Rd, Indianapolis, IN 46237",39.6933755014,-86.07983582,2.5,Chinese,Thai,,,,,,49,46237
iDGohK_mkqnAfLeWC4P4TQ,51st Deli,"1314 51st Ave N, Nashville, TN 37209",36.1619072,-86.84887,4.5,Mexican,Delis,Breakfast & Brunch,,,,,164,37209
MtZrHienTC6EnKDEGu6AzA,Medium Rare Carnivore Club,"6492 Cartmell Road SW, Edmonton, AB T6W 3L5",53.3981447,-113.5694847,3.5,Steakhouses,,,,,,,5,T6W
y7ZMH724MaQMW3yn5QbtiQ,Papa Murphy's,"10785 W Lake Hazel Rd, Ste 100, Boise, ID 83709",43.5457571331,-116.3156733289,2.5,Pizza,,,,,,,16,83709
qejPFPUKiIXvHJ4BirgLUw,Rally's,"2201 S. Claiborne Ave., New Orleans, LA 70125",29.9452593,-90.0906756,1.5,Burgers,Fast Food,,,,,,13,70125
EK4lynYPnlI_dqvWDVaOfw,Little Caesar's Pizza,"4922 S Emerson Ave, Indianapolis, IN 46203",39.695689,-86.0833906,3.0,Pizza,,,,,,,7,46203
D_sIoGDRaLJv0DAIc46MMA,Ruby Slipper Cafe,"2700 Metairie Rd, Metairie, LA 70001",29.9793408,-90.1520954,4.5,Breakfast & Brunch,,,11.504675924778000,13.730218946933700,13.91826158761980,14.018235713243500,347,70001
k8cv3Hnu69lGuf0mo1MOTQ,Murphy's Bar & Grill,"1229 Castillons Arcade Plz, Saint Louis, MO 63146",38.6819249293,-90.4754887041,4.0,Bars,American (Traditional),Nightlife,,,,,12,63146
Uuzewy2CLg_XCekRhA0PIg,The Comedy Bar,"100 Broadway, Fl 2, Nashville, TN 37201",36.1624045,-86.774979,4.5,Pizza,Bars,Nightlife,,,,,6,37201
